Country,File Paths ,Year,Values
Central African Republic,Gross Opening stocks,1/1/2014,0.6
Colombia,Gross Opening stocks,1/1/2014,1379.366
Costa Rica,Gross Opening stocks,1/1/2014,125.173
Côte d'Ivoire,Gross Opening stocks,1/1/2014,1153.453
Democratic Republic of Congo,Gross Opening stocks,1/1/2014,3
El Salvador,Gross Opening stocks,1/1/2014,18.5
Equatorial Guinea,Gross Opening stocks,1/1/2014,0
Ethiopia,Gross Opening stocks,1/1/2014,500
Gabon,Gross Opening stocks,1/1/2014,0.017
Ghana,Gross Opening stocks,1/1/2014,2
Guatemala,Gross Opening stocks,1/1/2014,10
Guinea,Gross Opening stocks,1/1/2014,10
Guyana,Gross Opening stocks,1/1/2014,0
Honduras,Gross Opening stocks,1/1/2014,293.075
India,Gross Opening stocks,1/1/2014,826
Jamaica,Gross Opening stocks,1/1/2014,0
Kenya,Gross Opening stocks,1/1/2014,25
Lao People's Democratic Republic,Gross Opening stocks,1/1/2014,0
Liberia,Gross Opening stocks,1/1/2014,0
Mexico,Gross Opening stocks,1/1/2014,800
Nepal,Gross Opening stocks,1/1/2014,0
Nicaragua,Gross Opening stocks,1/1/2014,150.312
Nigeria,Gross Opening stocks,1/1/2014,0
Panama,Gross Opening stocks,1/1/2014,8
Sierra Leone,Gross Opening stocks,1/1/2014,2
Sri Lanka,Gross Opening stocks,1/1/2014,0
Thailand,Gross Opening stocks,1/1/2014,16.667
Togo,Gross Opening stocks,1/1/2014,46.683
Trinidad & Tobago,Gross Opening stocks,1/1/2014,0
Uganda,Gross Opening stocks,1/1/2014,629.975
Venezuela,Gross Opening stocks,1/1/2014,0
Viet Nam,Gross Opening stocks,1/1/2014,3500
Yemen,Gross Opening stocks,1/1/2014,0
Angola,Exports,1/1/2014,9.405
Bolivia (Plurinational State of),Exports,1/1/2014,46.3766
Brazil,Exports,1/1/2014,37781.7669
Burundi,Exports,1/1/2014,245.55
Ecuador,Exports,1/1/2014,1089.0112
Indonesia,Exports,1/1/2014,6679.2773
Madagascar,Exports,1/1/2014,111.4544
Malawi,Exports,1/1/2014,23.7098
Papua New Guinea,Exports,1/1/2014,795.6402
Paraguay,Exports,1/1/2014,0.0725
Peru,Exports,1/1/2014,2443.229
Rwanda,Exports,1/1/2014,237.3438
Timor-Leste,Exports,1/1/2014,110.4342
Zimbabwe,Exports,1/1/2014,11.0124
Congo,Exports,1/1/2014,0
Cuba,Exports,1/1/2014,11.421
Dominican Republic,Exports,1/1/2014,18.9541
Haiti,Exports,1/1/2014,3.2067
Philippines,Exports,1/1/2014,18.2142
Tanzania,Exports,1/1/2014,677.7185
Zambia,Exports,1/1/2014,2.6111
Benin,Exports,1/1/2014,0
Cameroon,Exports,1/1/2014,397.7881
Central African Republic,Exports,1/1/2014,43.214
Colombia,Exports,1/1/2014,12280.9275
Costa Rica,Exports,1/1/2014,1144.6122
Côte d'Ivoire,Exports,1/1/2014,1327.7203
Democratic Republic of Congo,Exports,1/1/2014,134.871
El Salvador,Exports,1/1/2014,595.0245
Equatorial Guinea,Exports,1/1/2014,0
Ethiopia,Exports,1/1/2014,2872.2618
Gabon,Exports,1/1/2014,0
Ghana,Exports,1/1/2014,33.3924
Guatemala,Exports,1/1/2014,2925.0759
Guinea,Exports,1/1/2014,115.1077
Guyana,Exports,1/1/2014,2.4007
Honduras,Exports,1/1/2014,5020.0721
India,Exports,1/1/2014,5114.867
Jamaica,Exports,1/1/2014,12.0512
Kenya,Exports,1/1/2014,719.7629
Lao People's Democratic Republic,Exports,1/1/2014,402.4924
Liberia,Exports,1/1/2014,2.0733
Mexico,Exports,1/1/2014,2503.4007
Nepal,Exports,1/1/2014,2.1378
Nicaragua,Exports,1/1/2014,1809.7368
Nigeria,Exports,1/1/2014,2.7982
Panama,Exports,1/1/2014,43.2169
Sierra Leone,Exports,1/1/2014,41.4478
Sri Lanka,Exports,1/1/2014,0.7018
Thailand,Exports,1/1/2014,383.5541
Togo,Exports,1/1/2014,183.3798
Trinidad & Tobago,Exports,1/1/2014,2.0013
Uganda,Exports,1/1/2014,3455.252
Venezuela,Exports,1/1/2014,0.3983
Viet Nam,Exports,1/1/2014,21293.8404
Yemen,Exports,1/1/2014,53.3814
Angola,Total production,1/1/2016,44.83
Bolivia (Plurinational State of),Total production,1/1/2016,77.9835
Brazil,Total production,1/1/2016,56788.1784
Burundi,Total production,1/1/2016,248.7933
Ecuador,Total production,1/1/2016,644.8845
Indonesia,Total production,1/1/2016,11541.0266
Madagascar,Total production,1/1/2016,420.8227
Malawi,Total production,1/1/2016,19.516
Papua New Guinea,Total production,1/1/2016,1171.1449
Paraguay,Total production,1/1/2016,20.0101
Peru,Total production,1/1/2016,4222.8784
Rwanda,Total production,1/1/2016,231.0905
Timor-Leste,Total production,1/1/2016,82.0206
Zimbabwe,Total production,1/1/2016,15.1183
Congo,Total production,1/1/2016,3
Cuba,Total production,1/1/2016,102.6
Dominican Republic,Total production,1/1/2016,412.2085
Haiti,Total production,1/1/2016,341.5781
Philippines,Total production,1/1/2016,214.6417
Tanzania,Total production,1/1/2016,846.0919
Zambia,Total production,1/1/2016,13.3181
Benin,Total production,1/1/2016,0
Cameroon,Total production,1/1/2016,291.8761
Central African Republic,Total production,1/1/2016,36.7267
Colombia,Total production,1/1/2016,14634.3893
Costa Rica,Total production,1/1/2016,1371.8963
Côte d'Ivoire,Total production,1/1/2016,817.4045
Democratic Republic of Congo,Total production,1/1/2016,279.3877
El Salvador,Total production,1/1/2016,609.9996
Equatorial Guinea,Total production,1/1/2016,0
Ethiopia,Total production,1/1/2016,7296.9796
Gabon,Total production,1/1/2016,0.5
Ghana,Total production,1/1/2016,26.1091
Guatemala,Total production,1/1/2016,3684.209
Guinea,Total production,1/1/2016,269.9426
Guyana,Total production,1/1/2016,9.6326
Honduras,Total production,1/1/2016,7456.8976
India,Total production,1/1/2016,6160.9436
Jamaica,Total production,1/1/2016,18.0447
Kenya,Total production,1/1/2016,792.7675
Lao People's Democratic Republic,Total production,1/1/2016,510.3258
Liberia,Total production,1/1/2016,12.0867
Mexico,Total production,1/1/2016,3635.2949
Nepal,Total production,1/1/2016,1.4328
Nicaragua,Total production,1/1/2016,2555.2981
Nigeria,Total production,1/1/2016,43.3182
Panama,Total production,1/1/2016,120.1902
Sierra Leone,Total production,1/1/2016,37.9217
Sri Lanka,Total production,1/1/2016,36.7161
Thailand,Total production,1/1/2016,537.5435
Togo,Total production,1/1/2016,23.2772
Trinidad & Tobago,Total production,1/1/2016,11.7911
Uganda,Total production,1/1/2016,4962.158
Venezuela,Total production,1/1/2016,525
Viet Nam,Total production,1/1/2016,25540.2932
Yemen,Total production,1/1/2016,143.4533
Angola,Domestic consumption,1/1/2016,30
Bolivia (Plurinational State of),Domestic consumption,1/1/2016,57
Brazil,Domestic consumption,1/1/2016,21225
Burundi,Domestic consumption,1/1/2016,2
Ecuador,Domestic consumption,1/1/2016,155
Indonesia,Domestic consumption,1/1/2016,4650
Madagascar,Domestic consumption,1/1/2016,360
Malawi,Domestic consumption,1/1/2016,1
Papua New Guinea,Domestic consumption,1/1/2016,2
Paraguay,Domestic consumption,1/1/2016,20
Peru,Domestic consumption,1/1/2016,250
Rwanda,Domestic consumption,1/1/2016,1
Timor-Leste,Domestic consumption,1/1/2016,0.49
Zimbabwe,Domestic consumption,1/1/2016,4
Congo,Domestic consumption,1/1/2016,3
Cuba,Domestic consumption,1/1/2016,220
Dominican Republic,Domestic consumption,1/1/2016,390
Haiti,Domestic consumption,1/1/2016,340
Philippines,Domestic consumption,1/1/2016,3030
Tanzania,Domestic consumption,1/1/2016,91.3
Zambia,Domestic consumption,1/1/2016,0
Benin,Domestic consumption,1/1/2016,0
Cameroon,Domestic consumption,1/1/2016,77
Central African Republic,Domestic consumption,1/1/2016,20
Colombia,Domestic consumption,1/1/2016,1736.4414
Costa Rica,Domestic consumption,1/1/2016,329.457
Côte d'Ivoire,Domestic consumption,1/1/2016,317
Democratic Republic of Congo,Domestic consumption,1/1/2016,200
El Salvador,Domestic consumption,1/1/2016,292
Equatorial Guinea,Domestic consumption,1/1/2016,0
Ethiopia,Domestic consumption,1/1/2016,3725
Gabon,Domestic consumption,1/1/2016,0.5
Ghana,Domestic consumption,1/1/2016,2
Guatemala,Domestic consumption,1/1/2016,390
Guinea,Domestic consumption,1/1/2016,50
Guyana,Domestic consumption,1/1/2016,9
Honduras,Domestic consumption,1/1/2016,370
India,Domestic consumption,1/1/2016,1440
Jamaica,Domestic consumption,1/1/2016,9
Kenya,Domestic consumption,1/1/2016,60
Lao People's Democratic Republic,Domestic consumption,1/1/2016,150
Liberia,Domestic consumption,1/1/2016,5
Mexico,Domestic consumption,1/1/2016,2360
Nepal,Domestic consumption,1/1/2016,0
Nicaragua,Domestic consumption,1/1/2016,216.728
Nigeria,Domestic consumption,1/1/2016,40
Panama,Domestic consumption,1/1/2016,67
Sierra Leone,Domestic consumption,1/1/2016,5
Sri Lanka,Domestic consumption,1/1/2016,35
Thailand,Domestic consumption,1/1/2016,1350
Togo,Domestic consumption,1/1/2016,0.254
Trinidad & Tobago,Domestic consumption,1/1/2016,10
Uganda,Domestic consumption,1/1/2016,240
Venezuela,Domestic consumption,1/1/2016,1650
Viet Nam,Domestic consumption,1/1/2016,2400
Yemen,Domestic consumption,1/1/2016,100
Angola,Exportable production,1/1/2016,14.83
Bolivia (Plurinational State of),Exportable production,1/1/2016,20.9835
Brazil,Exportable production,1/1/2016,35563.1784
Burundi,Exportable production,1/1/2016,246.7933
Ecuador,Exportable production,1/1/2016,489.8845
Indonesia,Exportable production,1/1/2016,6891.0266
Madagascar,Exportable production,1/1/2016,60.8227
Malawi,Exportable production,1/1/2016,18.516
Papua New Guinea,Exportable production,1/1/2016,1169.1449
Paraguay,Exportable production,1/1/2016,0.0101
Peru,Exportable production,1/1/2016,3972.8784
Rwanda,Exportable production,1/1/2016,230.0905
Timor-Leste,Exportable production,1/1/2016,81.5306
Zimbabwe,Exportable production,1/1/2016,11.1183
Congo,Exportable production,1/1/2016,0
Cuba,Exportable production,1/1/2016,0
Dominican Republic,Exportable production,1/1/2016,22.2085
Haiti,Exportable production,1/1/2016,1.5781
Philippines,Exportable production,1/1/2016,0
Tanzania,Exportable production,1/1/2016,754.7919
Zambia,Exportable production,1/1/2016,13.3181
Benin,Exportable production,1/1/2016,0
Cameroon,Exportable production,1/1/2016,214.8761
Central African Republic,Exportable production,1/1/2016,16.7267
Colombia,Exportable production,1/1/2016,12897.9479
Costa Rica,Exportable production,1/1/2016,1042.4393
Côte d'Ivoire,Exportable production,1/1/2016,500.4045
Democratic Republic of Congo,Exportable production,1/1/2016,79.3877
El Salvador,Exportable production,1/1/2016,317.9996
Equatorial Guinea,Exportable production,1/1/2016,0
Ethiopia,Exportable production,1/1/2016,3571.9796
Gabon,Exportable production,1/1/2016,0
Ghana,Exportable production,1/1/2016,24.1091
Guatemala,Exportable production,1/1/2016,3294.209
Guinea,Exportable production,1/1/2016,219.9426
Guyana,Exportable production,1/1/2016,0.6326
Honduras,Exportable production,1/1/2016,7086.8976
India,Exportable production,1/1/2016,4720.9436
Jamaica,Exportable production,1/1/2016,9.0447
Kenya,Exportable production,1/1/2016,732.7675
Lao People's Democratic Republic,Exportable production,1/1/2016,360.3258
Liberia,Exportable production,1/1/2016,7.0867
Mexico,Exportable production,1/1/2016,1275.2949
Nepal,Exportable production,1/1/2016,1.4328
Nicaragua,Exportable production,1/1/2016,2338.5701
Nigeria,Exportable production,1/1/2016,3.3182
Panama,Exportable production,1/1/2016,53.1902
Sierra Leone,Exportable production,1/1/2016,32.9217
Sri Lanka,Exportable production,1/1/2016,1.7161
Thailand,Exportable production,1/1/2016,0
Togo,Exportable production,1/1/2016,23.0232
Trinidad & Tobago,Exportable production,1/1/2016,1.7911
Uganda,Exportable production,1/1/2016,4722.158
Venezuela,Exportable production,1/1/2016,0
Viet Nam,Exportable production,1/1/2016,23140.2932
Yemen,Exportable production,1/1/2016,43.4533
Angola,Gross Opening stocks,1/1/2016,5
Bolivia (Plurinational State of),Gross Opening stocks,1/1/2016,0
Brazil,Gross Opening stocks,1/1/2016,7800
Burundi,Gross Opening stocks,1/1/2016,5
Ecuador,Gross Opening stocks,1/1/2016,3
Indonesia,Gross Opening stocks,1/1/2016,500
Madagascar,Gross Opening stocks,1/1/2016,10
Malawi,Gross Opening stocks,1/1/2016,0
Papua New Guinea,Gross Opening stocks,1/1/2016,5
Paraguay,Gross Opening stocks,1/1/2016,0
Peru,Gross Opening stocks,1/1/2016,40
Rwanda,Gross Opening stocks,1/1/2016,10
Timor-Leste,Gross Opening stocks,1/1/2016,0
Zimbabwe,Gross Opening stocks,1/1/2016,0
Congo,Gross Opening stocks,1/1/2016,0
Cuba,Gross Opening stocks,1/1/2016,0
Dominican Republic,Gross Opening stocks,1/1/2016,27
Haiti,Gross Opening stocks,1/1/2016,0
Philippines,Gross Opening stocks,1/1/2016,0
Tanzania,Gross Opening stocks,1/1/2016,46.833
Zambia,Gross Opening stocks,1/1/2016,0
Benin,Gross Opening stocks,1/1/2016,0
Cameroon,Gross Opening stocks,1/1/2016,35
Central African Republic,Gross Opening stocks,1/1/2016,0
Colombia,Gross Opening stocks,1/1/2016,1196.173
Costa Rica,Gross Opening stocks,1/1/2016,71.491
Côte d'Ivoire,Gross Opening stocks,1/1/2016,665.462
Democratic Republic of Congo,Gross Opening stocks,1/1/2016,3
El Salvador,Gross Opening stocks,1/1/2016,10.1
Equatorial Guinea,Gross Opening stocks,1/1/2016,0
Ethiopia,Gross Opening stocks,1/1/2016,500
Gabon,Gross Opening stocks,1/1/2016,0.258
Ghana,Gross Opening stocks,1/1/2016,2
Guatemala,Gross Opening stocks,1/1/2016,15
Guinea,Gross Opening stocks,1/1/2016,10
Guyana,Gross Opening stocks,1/1/2016,0
Honduras,Gross Opening stocks,1/1/2016,466.99
India,Gross Opening stocks,1/1/2016,655
Jamaica,Gross Opening stocks,1/1/2016,0
Kenya,Gross Opening stocks,1/1/2016,20
Lao People's Democratic Republic,Gross Opening stocks,1/1/2016,0
Liberia,Gross Opening stocks,1/1/2016,0
Mexico,Gross Opening stocks,1/1/2016,630
Nepal,Gross Opening stocks,1/1/2016,0
Nicaragua,Gross Opening stocks,1/1/2016,106.988
Nigeria,Gross Opening stocks,1/1/2016,0
Panama,Gross Opening stocks,1/1/2016,4
Sierra Leone,Gross Opening stocks,1/1/2016,2
Sri Lanka,Gross Opening stocks,1/1/2016,0
Thailand,Gross Opening stocks,1/1/2016,8
Togo,Gross Opening stocks,1/1/2016,13.767
Trinidad & Tobago,Gross Opening stocks,1/1/2016,0
Uganda,Gross Opening stocks,1/1/2016,790
Venezuela,Gross Opening stocks,1/1/2016,0
Viet Nam,Gross Opening stocks,1/1/2016,5000
Yemen,Gross Opening stocks,1/1/2016,0
Angola,Exports,1/1/2016,14.83
Bolivia (Plurinational State of),Exports,1/1/2016,20.9835
Brazil,Exports,1/1/2016,33491.1784
Burundi,Exports,1/1/2016,246.7933
Ecuador,Exports,1/1/2016,889.8845
Indonesia,Exports,1/1/2016,6891.0266
Madagascar,Exports,1/1/2016,60.8227
Malawi,Exports,1/1/2016,18.516
Papua New Guinea,Exports,1/1/2016,1169.1449
Paraguay,Exports,1/1/2016,0.0101
Peru,Exports,1/1/2016,3972.8784
Rwanda,Exports,1/1/2016,230.0905
Timor-Leste,Exports,1/1/2016,81.5306
Zimbabwe,Exports,1/1/2016,11.1183
Congo,Exports,1/1/2016,0
Cuba,Exports,1/1/2016,12.6
Dominican Republic,Exports,1/1/2016,24.2085
Haiti,Exports,1/1/2016,1.5781
Philippines,Exports,1/1/2016,14.6417
Tanzania,Exports,1/1/2016,776.6249
Zambia,Exports,1/1/2016,13.3181
Benin,Exports,1/1/2016,0
Cameroon,Exports,1/1/2016,219.8761
Central African Republic,Exports,1/1/2016,16.7267
Colombia,Exports,1/1/2016,13488.0329
Costa Rica,Exports,1/1/2016,1006.5873
Côte d'Ivoire,Exports,1/1/2016,965.8665
Democratic Republic of Congo,Exports,1/1/2016,79.3877
El Salvador,Exports,1/1/2016,506.4166
Equatorial Guinea,Exports,1/1/2016,0
Ethiopia,Exports,1/1/2016,3496.9796
Gabon,Exports,1/1/2016,0
Ghana,Exports,1/1/2016,24.1091
Guatemala,Exports,1/1/2016,3294.209
Guinea,Exports,1/1/2016,219.9426
Guyana,Exports,1/1/2016,0.6326
Honduras,Exports,1/1/2016,7290.2206
India,Exports,1/1/2016,6370.9436
Jamaica,Exports,1/1/2016,9.0447
Kenya,Exports,1/1/2016,722.7675
Lao People's Democratic Republic,Exports,1/1/2016,360.3258
Liberia,Exports,1/1/2016,7.0867
Mexico,Exports,1/1/2016,2707.2949
Nepal,Exports,1/1/2016,1.4328
Nicaragua,Exports,1/1/2016,2320.5581
Nigeria,Exports,1/1/2016,3.3182
Panama,Exports,1/1/2016,54.1902
Sierra Leone,Exports,1/1/2016,32.9217
Sri Lanka,Exports,1/1/2016,1.7161
Thailand,Exports,1/1/2016,137.5435
Togo,Exports,1/1/2016,31.7902
Trinidad & Tobago,Exports,1/1/2016,1.7911
Uganda,Exports,1/1/2016,4605.158
Venezuela,Exports,1/1/2016,0
Viet Nam,Exports,1/1/2016,23540.2932
Yemen,Exports,1/1/2016,43.4533
Angola,Total production,1/1/1996,70.925
Bolivia (Plurinational State of),Total production,1/1/1996,124.579
Brazil,Total production,1/1/1996,29196.743
Burundi,Total production,1/1/1996,400.969
Ecuador,Total production,1/1/1996,1992.914
Indonesia,Total production,1/1/1996,8220.584
Madagascar,Total production,1/1/1996,849.008
Malawi,Total production,1/1/1996,48.65
Papua New Guinea,Total production,1/1/1996,1089.348
Paraguay,Total production,1/1/1996,25.563
Peru,Total production,1/1/1996,1805.861
Rwanda,Total production,1/1/1996,293.003
Timor-Leste,Total production,1/1/1996,0
Zimbabwe,Total production,1/1/1996,174.393
Congo,Total production,1/1/1996,13.86
Cuba,Total production,1/1/1996,365.865
Dominican Republic,Total production,1/1/1996,518.848
Haiti,Total production,1/1/1996,428.387
Philippines,Total production,1/1/1996,889.819
Tanzania,Total production,1/1/1996,763.94
Zambia,Total production,1/1/1996,33.025
Benin,Total production,1/1/1996,0
Cameroon,Total production,1/1/1996,1432.189
Central African Republic,Total production,1/1/1996,207.831
Colombia,Total production,1/1/1996,10778.85
Costa Rica,Total production,1/1/1996,2221.915
Côte d'Ivoire,Total production,1/1/1996,4858.592
Democratic Republic of Congo,Total production,1/1/1996,794.577
El Salvador,Total production,1/1/1996,2533.568
Equatorial Guinea,Total production,1/1/1996,1.12
Ethiopia,Total production,1/1/1996,3407.442
Gabon,Total production,1/1/1996,1.279
Ghana,Total production,1/1/1996,32.425
Guatemala,Total production,1/1/1996,4524.556
Guinea,Total production,1/1/1996,147.638
Guyana,Total production,1/1/1996,0
Honduras,Total production,1/1/1996,2004.388
India,Total production,1/1/1996,3417.121
Jamaica,Total production,1/1/1996,53.864
Kenya,Total production,1/1/1996,1246.753
Lao People's Democratic Republic,Total production,1/1/1996,0
Liberia,Total production,1/1/1996,5
Mexico,Total production,1/1/1996,5109.551
Nepal,Total production,1/1/1996,0
Nicaragua,Total production,1/1/1996,793.305
Nigeria,Total production,1/1/1996,45.975
Panama,Total production,1/1/1996,210.742
Sierra Leone,Total production,1/1/1996,40.91
Sri Lanka,Total production,1/1/1996,36.999
Thailand,Total production,1/1/1996,1403.581
Togo,Total production,1/1/1996,290.586
Trinidad & Tobago,Total production,1/1/1996,18.188
Uganda,Total production,1/1/1996,3418.724
Venezuela,Total production,1/1/1996,1206.162
Viet Nam,Total production,1/1/1996,5752.481
Yemen,Total production,1/1/1996,0
Angola,Domestic consumption,1/1/1996,20
Bolivia (Plurinational State of),Domestic consumption,1/1/1996,31.5
Brazil,Domestic consumption,1/1/1996,11000
